ID,Titulos,HUBsci,Categoria,Autores,Descripcion,Año
772,"Black hole entropy from nonperturbative gauge theory. Physical Review D,",https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.64.124015,Fisica,"KabatD,LifschytzG,LoweD.","Black hole entropy from nonperturbative gauge theory. Physical Review D, 64(12).",2001
773,Barrow fractal entropy and the black hole quasinormal modes. Physics,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0370269320304068,Fisica,"AbreuE.M.C,AnaniasNeto","Barrow fractal entropy and the black hole quasinormal modes. Physics Letters B, 135602.",2020
774,"Entanglement Entropy of Black Holes. Living Reviews in Relativity, 14(1).",https://sci-hub.se/https://link.springer.com/article/10.12942/lrr-2011-8,Fisica,SolodukhinS.,"Entanglement Entropy of Black Holes. Living Reviews in Relativity, 14(1).",2011
775,Temperature and entropy of a quantum black hole and conformal,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.51.R5352,Fisica,FursaevD.,"Temperature and entropy of a quantum black hole and conformal anomaly. Physical Review D, 51(10), R5352–R5355.",1995
776,Black hole entropy: a spacetime foam approach. Classical and Quantum,https://sci-hub.se/https://iopscience.iop.org/article/10.1088/0264-9381/14/7/014/meta,Fisica,Scardigli,"Black hole entropy: a spacetime foam approach. Classical and Quantum Gravity, 14(7), 1781–1793.",1997
777,"Entropy in black hole pair production. Physical Review D, 49(2),",https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.49.958,Fisica,"GarfinkleD,GiddingsS.B,Strominger","Entropy in black hole pair production. Physical Review D, 49(2), 958–965.",1994
778,Reflected entropy for an evaporating black hole. Journal of High,https://sci-hub.se/https://link.springer.com/article/10.1007/JHEP11(2020)155,Fisica,"LiT,ChuJ,Zhou","Reflected entropy for an evaporating black hole. Journal of High Energy Physics, 2020(11).",2020
779,Remark on black hole entropy in string theory. Physical Review,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.50.7400,Fisica,Nelson,"Remark on black hole entropy in string theory. Physical Review D, 50(12), 7400–7402.",1994
780,Hawking radiation and black hole entropy in a gravity’s rainbow.,https://sci-hub.se/https://link.springer.com/article/10.1007/s10714-008-0607-7,Fisica,"LiuC.-Z,Zhu","Hawking radiation and black hole entropy in a gravity’s rainbow. General Relativity and Gravitation, 40(9), 1899–1911.",2008
781,Black hole entropy and the Hamiltonian formulation of diffeomorphism invariant,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.52.7011,Fisica,BrownJ.,"Black hole entropy and the Hamiltonian formulation of diffeomorphism invariant theories. Physical Review D, 52(12), 7011–7026.",1995
782,"Quantum aspects of black hole entropy. Pramana, 55(4), 511–527.",https://sci-hub.se/https://link.springer.com/article/10.1007/s12043-000-0163-5,Fisica,Majumdar,"Quantum aspects of black hole entropy. Pramana, 55(4), 511–527.",2000
783,Comment on “Black Hole Entropy from Conformal Field Theory in,https://sci-hub.se/https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.83.5595,Fisica,"ParkM.-I,Ho","Comment on “Black Hole Entropy from Conformal Field Theory in Any Dimension.” Physical Review Letters, 83(26), 5595–5595.",1999
784,Quantum corrections to black hole entropy in string theory. Physics,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/037026939500056Q,Fisica,Dabholkar,"Quantum corrections to black hole entropy in string theory. Physics Letters B, 347(3-4), 222–229.",1995
785,Universality of quantum entropy for extreme black holes. Nuclear Physics,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0550321398000947,Fisica,"MannR.B,SolodukhinS.","Universality of quantum entropy for extreme black holes. Nuclear Physics B, 523(1-2), 293–307.",1998
786,Conical singularity and quantum corrections to the entropy of a,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.51.609,Fisica,SolodukhinS.,"Conical singularity and quantum corrections to the entropy of a black hole. Physical Review D, 51(2), 609–617.",1995
787,"Two dimensional black hole entropy. The European Physical Journal C,",https://sci-hub.se/https://link.springer.com/article/10.1140/epjc/s10052-007-0435-z,Fisica,"SadeghiJ,SetareM.R,Pourhassan","Two dimensional black hole entropy. The European Physical Journal C, 53(1), 95–97.",2007
788,"Black hole in three-dimensional spacetime. Physical Review Letters, 69(13), 1849–1851.",https://sci-hub.se/https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.69.1849,Fisica,"BañadosM,TeitelboimC,Zanelli","Black hole in three-dimensional spacetime. Physical Review Letters, 69(13), 1849–1851.",1992
789,"Braneless black holes. Physics Letters B, 392(3-4), 319–322.",https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0370269396015444,Fisica,"HalyoE,RajaramanA,Susskind","Braneless black holes. Physics Letters B, 392(3-4), 319–322.",1997
790,Nonextensive black hole entropy and quantum gravity effects at the,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.103.026021,Fisica,"Alonso-SerranoA,DąbrowskiM.P,Gohar","Nonextensive black hole entropy and quantum gravity effects at the last stages of evaporation. Physical Review D, 103(2).",2021
791,Barrow black hole corrected-entropy model and Tsallis nonextensivity. Physics Letters,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0370269320306080,Fisica,"AbreuE.M.C,AnaniasNeto","Barrow black hole corrected-entropy model and Tsallis nonextensivity. Physics Letters B, 135805.",2020
792,"Near-horizon Bondi-Metzner-Sachs symmetry, dimensional reduction, and black hole entropy. Physical",https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.101.046002,Fisica,Carlip,"Near-horizon Bondi-Metzner-Sachs symmetry, dimensional reduction, and black hole entropy. Physical Review D, 101(4).",2020
793,Statistical Entropy of Nonextremal Four-Dimensional Black Holes andUDuality. Physical Review,https://sci-hub.se/https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.77.430,Fisica,"HorowitzG.T,LoweD.A,MaldacenaJ.","Statistical Entropy of Nonextremal Four-Dimensional Black Holes andUDuality. Physical Review Letters, 77(3), 430–433.",1996
794,"Geometric flows and black hole entropy. Classical and Quantum Gravity,",https://sci-hub.se/https://iopscience.iop.org/article/10.1088/0264-9381/24/11/F01/meta,Fisica,"SamuelJ,ChowdhuryS.","Geometric flows and black hole entropy. Classical and Quantum Gravity, 24(11), F47–F54.",2007
795,AdS 2 /CFT 1 correspondence and near-extremal black hole entropy.,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0550321300001656,Fisica,"Navarro-SalasJ,Navarro","AdS 2 /CFT 1 correspondence and near-extremal black hole entropy. Nuclear Physics B, 579(1-2), 250–266.",2000
796,Near-horizon conformal symmetry and black hole entropy in any dimension.,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.70.024005,Fisica,"KangG,KogaJ,Park","Near-horizon conformal symmetry and black hole entropy in any dimension. Physical Review D, 70(2).",2004
797,"Entanglement entropy of the black hole horizon. Physical Review D,",https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.61.104016,Fisica,Terashima,"Entanglement entropy of the black hole horizon. Physical Review D, 61(10).",2000
798,How fast does information leak out from a black hole?,https://sci-hub.se/https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.70.3680,Fisica,BekensteinJ.,"How fast does information leak out from a black hole? Physical Review Letters, 70(24), 3680–3683.",1993
799,Black hole entropy from loop quantum gravity in higher dimensions.,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0370269313007740,Fisica,Bodendorfer,"Black hole entropy from loop quantum gravity in higher dimensions. Physics Letters B, 726(4-5), 887–891.",2013
800,"Black hole entropy from spin one punctures. Physical Review D,",https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.68.024001,Fisica,"KaulR.K,RamaS.","Black hole entropy from spin one punctures. Physical Review D, 68(2).",2003
801,Statistical entropy of a stationary dilaton black hole from the,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.63.024003,Fisica,"JingJ,Yan","Statistical entropy of a stationary dilaton black hole from the Cardy formula. Physical Review D, 63(2).",2000
802,Supertranslations and Superrotations at the Black Hole Horizon. Physical Review,https://sci-hub.se/https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.116.091101,Fisica,"DonnayL,GiribetG,GonzálezH.A,Pino","Supertranslations and Superrotations at the Black Hole Horizon. Physical Review Letters, 116(9).",2016
803,"Entropy and area. Physical Review Letters, 71(5), 666–669.",https://sci-hub.se/https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.71.666,Fisica,Srednicki,"Entropy and area. Physical Review Letters, 71(5), 666–669.",1993
804,Generalization of the KKW analysis for black hole radiation. Physics,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0370269303003022,Fisica,VagenasE.,"Generalization of the KKW analysis for black hole radiation. Physics Letters B, 559(1-2), 65–73.",2003
805,Reissner-Nordstrom Black Hole Entropy Inside and Outside the Brick Wall.,https://sci-hub.se/https://iopscience.iop.org/article/10.1088/0256-307X/20/3/337/meta,Fisica,Wen-Biao,"Reissner-Nordstrom Black Hole Entropy Inside and Outside the Brick Wall. Chinese Physics Letters, 20(3), 440–443.",2003
806,Four-dimensional black hole entropy from F-theory. Journal of High Energy,https://sci-hub.se/https://link.springer.com/article/10.1007/JHEP01(2019)037,Fisica,"GrimmT.W,hetLamH,MayerK,Vandoren","Four-dimensional black hole entropy from F-theory. Journal of High Energy Physics, 2019(1).",2019
807,"Black hole entropy, log correction and inverse area correction. Physics",https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0370269309003943,Fisica,Zhang,"Black hole entropy, log correction and inverse area correction. Physics Letters B, 675(1), 14–17.",2009
808,Microscopic origin of the Bekenstein-Hawking entropy of supersymmetric AdS5 black,https://sci-hub.se/https://link.springer.com/article/10.1007/JHEP10(2019)062,Fisica,"Cabo-BizetA,CassaniD,MartelliD,Murthy","Microscopic origin of the Bekenstein-Hawking entropy of supersymmetric AdS5 black holes. Journal of High Energy Physics, 2019(10).",2019
809,Logarithmic corrections to $$ \mathcal{N} = {4} $$ and $$,https://sci-hub.se/https://link.springer.com/article/10.1007/JHEP11(2011)143,Fisica,"BanerjeeS,GuptaR.K,MandalI,Sen","Logarithmic corrections to $$ \mathcal{N} = {4} $$ and $$ \mathcal{N} = {8} $$ black hole entropy: a one loop test of quantum gravity. Journal of High Energy Physics, 2011(11).",2011
810,Entropy of nonextreme charged rotating black holes in string theory.,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.54.2612,Fisica,"CvetičM,Youm","Entropy of nonextreme charged rotating black holes in string theory. Physical Review D, 54(4), 2612–2620.",1996
811,Two aspects of black hole entropy in Lanczos-Lovelock models of,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.85.064031,Fisica,"KolekarS,KothawalaD,Padmanabhan","Two aspects of black hole entropy in Lanczos-Lovelock models of gravity. Physical Review D, 85(6).",2012
812,"Non-minimal coupling, boundary terms and renormalization of the Einstein-Hilbert action",https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/0550321396004385,Fisica,"BarvinskyA.O,SolodukhinS.","Non-minimal coupling, boundary terms and renormalization of the Einstein-Hilbert action and black hole entropy. Nuclear Physics B, 479(1-2), 305–318.",1996
813,An extremization principle for the entropy of rotating BPS black,https://sci-hub.se/https://link.springer.com/article/10.1007/JHEP07(2017)106,Fisica,"HosseiniS.M,HristovK,Zaffaroni","An extremization principle for the entropy of rotating BPS black holes in AdS5 . Journal of High Energy Physics, 2017(7).",2017
814,Entropy in the interior of a black hole and thermodynamics.,https://sci-hub.se/https://journals.aps.org/prd/abstract/10.1103/PhysRevD.92.081501,Fisica,Zhang,"Entropy in the interior of a black hole and thermodynamics. Physical Review D, 92(8).",2015
815,Comment on “Entropy Evaporated by a Black Hole.” Physical Review,https://sci-hub.se/https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.50.1013,Fisica,PageD.,"Comment on “Entropy Evaporated by a Black Hole.” Physical Review Letters, 50(13), 1013–1013.",1983
816,Logarithmic corrections to black hole entropy from Kerr/CFT. Journal of,https://sci-hub.se/https://link.springer.com/article/10.1007/JHEP04(2017)090,Fisica,"PathakA,PorfyriadisA.P,StromingerA,Varela","Logarithmic corrections to black hole entropy from Kerr/CFT. Journal of High Energy Physics, 2017(4).",2017
817,"Geometry of Black Hole Thermodynamics. General Relativity and Gravitation, 35(10),",https://sci-hub.se/https://link.springer.com/article/10.1023/A:1026058111582,Fisica,"ÅmanJ.E,BengtssonI,Pidokrajt","Geometry of Black Hole Thermodynamics. General Relativity and Gravitation, 35(10), 1733–1743.",2003
818,Gravitational Chern-Simons Lagrangians and black hole entropy. Journal of High,https://sci-hub.se/https://link.springer.com/article/10.1007/JHEP07(2011)085,Fisica,"BonoraL,CvitanM,PresterP.D,PalluaS,Smolić","Gravitational Chern-Simons Lagrangians and black hole entropy. Journal of High Energy Physics, 2011(7).",2011
819,Black hole entropy and the zeroth law of thermodynamics. International,https://sci-hub.se/https://www.worldscientific.com/doi/abs/10.1142/S0218271815420158,Fisica,CzinnerV.,"Black hole entropy and the zeroth law of thermodynamics. International Journal of Modern Physics D, 24(09), 1542015.",2015
820,Macroscopic entropy formulae and non-holomorphic corrections for supersymmetric black holes.,https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S055032139900560X,Fisica,"CardosoG.L,deWitB,Mohaupt","Macroscopic entropy formulae and non-holomorphic corrections for supersymmetric black holes. Nuclear Physics B, 567(1-2), 87–110.",2000
821,"Noether current, black hole entropy and spacetime torsion. Physics Letters",https://sci-hub.se/https://www.sciencedirect.com/science/article/pii/S0370269318307962,Fisica,"ChakrabortyS,Dey","Noether current, black hole entropy and spacetime torsion. Physics Letters B, 786, 432–441.",2018
